Date,Ticker,Adj Close,Volume,momentum_20d,momentum_60d,Future_return_20d,Target_Rank
2019-03-29,BYDDY,1.935901999473572,115200,-0.055599216636085025,-0.02110384874211757,0.11774477612427403,0.8888888888888888
2019-03-29,F,6.182672500610352,33962800,-0.0011375288214797719,0.13075484795947911,0.19425483749657957,1.0
2019-03-29,GM,34.273521423339844,9432600,-0.05215821152555444,0.11379875551438734,0.0784363418374423,0.5555555555555556
2019-03-29,HMC,22.026704788208008,299900,-0.03423967033309816,0.033961899597959144,0.03091639947812408,0.3333333333333333
2019-03-29,NIO,5.099999904632568,23595900,-0.49304178012878397,-0.17741934491493916,-0.023529389765297948,0.2222222222222222
2019-03-29,STLA,7.950320243835449,2032700,0.006097763344846241,0.03628746101265223,0.09357399344930095,0.6666666666666666
2019-03-29,TM,99.32772827148438,250700,-0.019278706327053974,0.014963580357404638,0.04905959589783726,0.4444444444444444
2019-03-29,TSLA,18.65733337402344,89869500,-0.05064619290024874,-0.09757516043205028,-0.13717575550388617,0.1111111111111111
2019-03-29,VWAGY,10.647724151611328,84100,-0.09526465880662871,0.049231210192579145,0.10357155268434748,0.7777777777777778
2019-04-01,BYDDY,1.972821831703186,88200,-0.005663655199281359,0.04774064305023096,0.1017089678316736,0.8888888888888888
2019-04-01,F,6.3235087394714355,45653100,0.01929631489123862,0.17435030148752628,0.18236577412616617,1.0
2019-04-01,GM,34.88323974609375,7145600,-0.02841424699870787,0.1824725349007854,0.031515024662001956,0.5555555555555556
2019-04-01,HMC,22.610408782958984,489100,0.014615611297302822,0.07598991828392987,0.0,0.3333333333333333
2019-04-01,NIO,5.210000038146973,32404600,-0.46728014515352545,-0.1388429960505274,-0.06909791379626262,0.2222222222222222
2019-04-01,STLA,8.1591157913208,4878700,0.051759760302443336,0.0800850438298153,0.058036435943251696,0.6666666666666666
2019-04-01,TM,100.8931655883789,140500,0.012329205455626768,0.04561720641023692,0.031030902350821954,0.4444444444444444
2019-04-01,TSLA,19.278667449951172,121656000,0.013386631615726952,-0.03722196921933296,-0.17459713873972127,0.1111111111111111
2019-04-01,VWAGY,10.928340911865234,125200,-0.059898434013981205,0.07883494597209051,0.07241424267461705,0.7777777777777778
2019-04-02,BYDDY,2.0113470554351807,117600,-0.006344590684620011,0.028735372179077956,0.07980867217364773,0.8888888888888888
2019-04-02,F,6.344633102416992,30699400,0.027366195375668534,0.1345258352100469,0.1615141225613761,1.0
2019-04-02,GM,34.9294319152832,5667100,-0.027870833792508765,0.14567169449108497,0.024861134788781047,0.6666666666666666
2019-04-02,HMC,22.6995849609375,308900,0.022308011658024984,0.0331639595833042,-0.009642957973703292,0.3333333333333333
2019-04-02,NIO,5.389999866485596,55814800,-0.4694881941500716,-0.15251576205436435,-0.13172542778000274,0.2222222222222222
2019-04-02,STLA,8.255483627319336,4521400,0.05184169461117327,0.028685787514551198,0.024650026072887243,0.5555555555555556
2019-04-02,TM,101.54119110107422,88400,0.020209711196759628,0.0076839151647674075,0.01881494517291671,0.4444444444444444
2019-04-02,TSLA,19.058666229248047,82183500,0.033774429238672354,-0.10012905178011311,-0.1814397286691759,0.1111111111111111
2019-04-02,VWAGY,11.060782432556152,176300,-0.04093237208850775,0.05305864995947318,0.043272195867744,0.7777777777777778
2019-04-03,BYDDY,2.043452262878418,111600,0.01596204263032619,0.04344292361631985,0.06362920407053663,0.7777777777777778
2019-04-03,F,6.429134845733643,56663600,0.06410262582404025,0.120513933713285,0.15069896453077924,1.0
2019-04-03,GM,35.465240478515625,8815300,0.002611513435447188,0.12837563730557688,-0.003646767774550974,0.4444444444444444
2019-04-03,HMC,22.813081741333008,331300,0.02593278449941172,0.0192948569631628,-0.012793227778648664,0.3333333333333333
2019-04-03,NIO,5.309999942779541,35197400,-0.337078677771674,-0.18307693188007057,-0.1111111410443919,0.2222222222222222
2019-04-03,STLA,8.228715896606445,3208200,0.013184117341204171,0.01251664853663037,0.023898195199731465,0.6666666666666666
2019-04-03,TM,101.89466857910156,117900,0.026190744385913955,-0.0017314832386964296,0.012554642126734183,0.5555555555555556
2019-04-03,TSLA,19.45400047302246,118791000,0.056364035956255165,-0.12882136296442825,-0.16349685411018722,0.1111111111111111
2019-04-03,VWAGY,11.21485996246338,254500,-0.018646056478014206,0.05313377974703237,0.06693950397941828,0.8888888888888888
2019-04-04,BYDDY,2.067530870437622,205200,0.030400416920003392,0.0023345822273310723,0.06366424799866888,0.7777777777777778
2019-04-04,F,6.506594181060791,39483100,0.08962280761924513,0.12317526329184703,0.1446974811944639,1.0
2019-04-04,GM,35.83476257324219,7116100,0.01971583244511299,0.12539346346142666,0.00025804067078660786,0.4444444444444444
2019-04-04,HMC,23.056293487548828,318800,0.05753102568840207,0.006288398229924885,-0.01687778547862373,0.3333333333333333
2019-04-04,NIO,5.349999904632568,31696600,-0.2454161086752885,-0.16406252735760019,-0.061682229829631896,0.1111111111111111
2019-04-04,STLA,8.21800708770752,2830200,0.04564038277026583,0.000651912056668813,0.08112955418839407,0.8888888888888888
2019-04-04,TM,102.74472045898438,155600,0.041282940239427024,-0.001880328121333652,0.012860144489964753,0.5555555555555556
2019-04-04,TSLA,17.851999282836914,355810500,-0.03185221940557459,-0.20149100801854258,-0.047613629188204776,0.2222222222222222
2019-04-04,VWAGY,11.329596519470217,113000,0.012302171943927798,0.050839003438949204,0.06134271856354845,0.6666666666666666
2019-04-05,BYDDY,2.072346448898315,153600,0.07493749458175047,0.041129026655477574,0.018590203854073284,0.6666666666666666
2019-04-05,F,6.513635158538818,37854700,0.09857486110873204,0.07926019770251713,0.1390665049399773,1.0
2019-04-05,GM,35.97333908081055,4497800,0.02500671186168013,0.11786366091237599,-0.021828286689723808,0.4444444444444444
2019-04-05,HMC,23.06440162658691,285300,0.05985851887345528,-0.0010742319559556845,-0.025659032305361484,0.3333333333333333
2019-04-05,NIO,5.360000133514404,18093400,-0.24079317606847495,-0.1915535383114556,-0.0895522401337635,0.1111111111111111
2019-04-05,STLA,8.266191482543945,2829000,0.07371350887758199,-0.02092582096029516,0.06262920049424703,0.8888888888888888
2019-04-05,TM,103.13185119628906,132100,0.04103308399733585,-0.0030916060399631684,0.0035907001325226062,0.5555555555555556
2019-04-05,TSLA,18.33066749572754,195574500,-0.03230799081661395,-0.18778242703284287,-0.07135586114799475,0.2222222222222222
2019-04-05,VWAGY,11.113234519958496,92900,-0.002941104749583867,-0.0005894539459194714,0.061356873222517816,0.7777777777777778
2019-04-08,BYDDY,2.090003728866577,222600,0.08319482079784324,0.07072340215549056,-0.021505659693334955,0.4444444444444444
2019-04-08,F,6.548845291137695,26221100,0.0801394106388893,0.0913520085827435,0.13403438085138686,1.0
2019-04-08,GM,36.084197998046875,5992400,0.01139318179704052,0.13583731513048902,-0.013568720415220836,0.5555555555555556
2019-04-08,HMC,22.89414978027344,339100,0.03746081256784439,-0.014627895264181068,-0.02266284255237483,0.3333333333333333
2019-04-08,NIO,5.300000190734863,17349800,-0.19575112776688552,-0.20420415733278197,-0.08679245690426896,0.2222222222222222
2019-04-08,STLA,8.44821834564209,3036300,0.09583341786357358,-0.01436616057602158,0.009893889541675804,0.8888888888888888
2019-04-08,TM,102.87936401367188,84600,0.02610593650725046,-0.018073655158312274,0.0021270183388404362,0.6666666666666666
2019-04-08,TSLA,18.213333129882812,156156000,-0.060910226603206,-0.20804705755510544,-0.09568079780233218,0.1111111111111111
2019-04-08,VWAGY,11.342710494995115,113100,0.021854537575298316,0.025488980020901497,0.0034683085002860103,0.7777777777777778
2019-04-09,BYDDY,2.1044507026672363,526800,0.08347091470478696,0.08257659604112355,-0.035087834578380606,0.4444444444444444
2019-04-09,F,6.48546838760376,29879100,0.07467918869660761,0.062409736072552846,0.1407038578670574,1.0
2019-04-09,GM,35.89944076538086,6528900,0.0062146766404007625,0.05555810417705365,-0.016726911132001976,0.5555555555555556
2019-04-09,HMC,22.764440536499023,337400,0.034978711396710827,-0.033265528969214087,-0.04736482397374542,0.3333333333333333
2019-04-09,NIO,5.079999923706055,32590100,-0.20500782005493556,-0.22913508253696468,-0.10039365348506013,0.2222222222222222
2019-04-09,STLA,8.314373970031738,3622700,0.07177348593184463,-0.04489561476514792,0.022782431296728856,0.7777777777777778
2019-04-09,TM,102.72786712646484,104100,0.027786950303029245,-0.024066543604207014,-0.0024577513413358565,0.6666666666666666
2019-04-09,TSLA,18.15399932861328,88560000,-0.03899638030522545,-0.21583256416807362,-0.10087767038274309,0.1111111111111111
2019-04-09,VWAGY,11.188633918762209,60200,0.01789450751842625,0.02430979484700857,0.026076758591127236,0.8888888888888888
2019-04-10,BYDDY,2.1445815563201904,184800,0.11799156866610283,0.16681250157687844,-0.06736511185569538,0.4444444444444444
2019-04-10,F,6.569969177246094,28469500,0.09378649980753062,0.05590018510522898,0.11078648452804951,1.0
2019-04-10,GM,36.25972366333008,5471100,0.011597872863039926,0.05256287099576484,-0.04254755967453416,0.5555555555555556
2019-04-10,HMC,22.788759231567383,301800,0.03381577428588689,-0.03749414237101678,-0.07435063964941713,0.3333333333333333
2019-04-10,NIO,5.050000190734863,25958700,-0.2266462437245348,-0.25735293395791514,-0.08910896417942749,0.2222222222222222
2019-04-10,STLA,8.405387878417969,2006100,0.09331475269235501,-0.028465406015306116,-0.016284329556480737,0.7777777777777778
2019-04-10,TM,102.82887268066406,65400,0.024054983862265678,-0.025600110005075893,-0.023408022533930484,0.6666666666666666
2019-04-10,TSLA,18.40399932861328,105919500,-0.04464288896783364,-0.17446174224492939,-0.12345139328485577,0.1111111111111111
2019-04-10,VWAGY,11.211581230163574,114300,0.009445058283408692,0.014836690485640736,0.028655019757668043,0.8888888888888888
2019-04-11,BYDDY,2.115687847137451,76800,0.09468453968562951,0.13133064774451664,-0.04476518503042315,0.4444444444444444
2019-04-11,F,6.61221981048584,26488100,0.11652781760058151,0.08072255531552197,0.1231652800243459,1.0
2019-04-11,GM,36.333621978759766,4581500,0.03418352395058455,0.05779804236127184,-0.03661303349911038,0.5555555555555556
2019-04-11,HMC,22.48880195617676,532500,0.02695428495229102,-0.05048593040203897,-0.05948081222946178,0.3333333333333333
2019-04-11,NIO,5.010000228881836,17642600,-0.1691542198070557,-0.2653958793579646,-0.08982041228423832,0.2222222222222222
2019-04-11,STLA,8.383973121643066,1396200,0.10515154669345805,-0.047445409699221286,-0.016444109717032918,0.6666666666666666
2019-04-11,TM,101.86941528320312,96800,0.02837700587663683,-0.041495115742944066,-0.01462325238903961,0.7777777777777778
2019-04-11,TSLA,17.89466667175293,147538500,-0.07428614786799237,-0.22068344416893482,-0.10766706612126531,0.1111111111111111
2019-04-11,VWAGY,11.395161628723145,175500,0.04761891819191533,0.03176009981276895,-0.012082827803844287,0.8888888888888888
2019-04-12,BYDDY,2.1301345825195312,174600,0.06672066474951177,0.12840142777430752,-0.08892249669592867,0.4444444444444444
2019-04-12,F,6.654470920562744,38646000,0.12099651903525821,0.15978705796293746,0.08377888847192683,1.0
2019-04-12,GM,36.68467330932617,4949700,0.0430782253324391,0.06461602806866518,-0.07932488459879083,0.5555555555555556
2019-04-12,HMC,22.626619338989254,397800,0.024590362159632617,-0.046933074787321116,-0.08921512636281359,0.3333333333333333
2019-04-12,NIO,4.989999771118164,15561300,-0.12609461685090728,-0.2563338684426897,-0.1322645045461026,0.2222222222222222
2019-04-12,STLA,8.60347843170166,3502100,0.12064176714904118,-0.027239742666154698,-0.06628116852360288,0.6666666666666666
2019-04-12,TM,103.01403045654295,117100,0.028830874888999825,-0.02594302905941881,-0.03382360946375229,0.8888888888888888
2019-04-12,TSLA,17.84666633605957,101190000,-0.02806519928999507,-0.22641237225228528,-0.15199849991337844,0.1111111111111111
2019-04-12,VWAGY,11.591856956481934,105500,0.06122451652287619,0.06122451652287619,-0.05203611403196218,0.7777777777777778
2019-04-15,BYDDY,2.1349499225616455,204600,0.04724369943667539,0.19282538091236479,-0.06992467247945167,0.3333333333333333
2019-04-15,F,6.569969177246094,41206700,0.08868145262416327,0.13547164655216326,0.11514219829783578,1.0
2019-04-15,GM,36.55534362792969,5179400,0.041864116176743904,0.04450339305740747,-0.06393708537536769,0.4444444444444444
2019-04-15,HMC,22.675264358520508,902900,0.021953261015421166,-0.04585416115222052,-0.08401867405024199,0.2222222222222222
2019-04-15,NIO,4.75,27489100,-0.17391304347826086,-0.3024963230673303,-0.016842089201274724,0.8888888888888888
2019-04-15,STLA,8.662369728088379,2397900,0.11355835913570789,-0.026474036886827257,-0.06357528052208306,0.5555555555555556
2019-04-15,TM,102.6521224975586,138500,0.020583910799690353,-0.023615329307666855,-0.02377646254475796,0.7777777777777778
2019-04-15,TSLA,17.7586669921875,150579000,-0.011540276948811212,-0.23301945637349697,-0.12790001048261257,0.1111111111111111
2019-04-15,VWAGY,11.709875106811523,117300,0.06372844248047671,0.07376923381651967,-0.05767079137243747,0.6666666666666666
2019-04-16,BYDDY,2.1317389011383057,70800,0.048972931917474094,0.17626162344861185,-0.0624997693252588,0.3333333333333333
2019-04-16,F,6.591094970703125,40950000,0.07586203246407597,0.10991442856124234,0.12459435784828932,1.0
2019-04-16,GM,36.63848876953125,5985300,0.03632090842193625,0.03738908582122802,-0.05774069816837002,0.5555555555555556
2019-04-16,HMC,22.69147491455078,393800,0.01751875934717284,-0.0522304339617079,-0.07717039476272247,0.2222222222222222
2019-04-16,NIO,4.449999809265137,46354500,-0.2533557414793761,-0.33681076244910957,0.05842702023054058,0.8888888888888888
2019-04-16,STLA,8.801567077636719,2683600,0.08802125417655282,-0.020262246785609617,-0.06119992909393668,0.4444444444444444
2019-04-16,TM,102.46697998046876,114100,0.01687134494068654,-0.028719504275338648,-0.009117123406394922,0.7777777777777778
2019-04-16,TSLA,18.224000930786133,109093500,0.02202122336302792,-0.09561302569023633,-0.15148527545560397,0.1111111111111111
2019-04-16,VWAGY,11.83444595336914,97500,0.048504143171542724,0.07954539325369603,-0.0318269757978602,0.6666666666666666
2019-04-17,BYDDY,2.3677077293395996,937800,0.15414691688384896,0.31814132904309744,-0.15661039709850655,0.2222222222222222
