Date,Ticker,Adj Close,Volume
2019-01-15,BYDDY,1.87008798122406,570000
2019-01-15,F,6.118332386016846,65311700
2019-01-15,GM,34.34835433959961,11999100
2019-01-15,HMC,23.684537887573242,890700
2019-01-15,NIO,6.820000171661377,12633000
2019-01-15,STLA,8.801567077636719,5674500
2019-01-15,TM,106.27949523925781,172300
2019-01-15,TSLA,22.961999893188477,90849000
2019-01-15,VWAGY,11.044390678405762,83700
2019-01-16,BYDDY,1.8877453804016113,197400
2019-01-16,F,5.737666130065918,73869900
2019-01-16,GM,34.458126068115234,17427400
2019-01-16,HMC,23.7408504486084,691100
2019-01-16,NIO,6.710000038146973,6941200
2019-01-16,STLA,8.84439754486084,5205600
2019-01-16,TM,105.75770568847656,171400
2019-01-16,TSLA,23.06999969482422,70375500
2019-01-16,VWAGY,10.923095703125,66000
2019-01-17,BYDDY,1.7898260354995728,313200
2019-01-17,F,5.786114692687988,56722600
2019-01-17,GM,34.99782180786133,13060500
2019-01-17,HMC,23.76498794555664,488500
2019-01-17,NIO,6.809999942779541,8508900
2019-01-17,STLA,8.897933959960938,3037300
2019-01-17,TM,105.13491821289062,138700
2019-01-17,TSLA,23.15399932861328,55150500
2019-01-17,VWAGY,10.90539264678955,68100
2019-01-18,BYDDY,1.8122999668121338,336000
2019-01-18,F,5.938381195068359,51127900
2019-01-18,GM,35.3179817199707,10494100
2019-01-18,HMC,23.941974639892578,571900
2019-01-18,NIO,6.710000038146973,9240900
2019-01-18,STLA,8.98359489440918,8993800
2019-01-18,TM,105.49679565429688,158600
2019-01-18,TSLA,20.150667190551758,362262000
2019-01-18,VWAGY,10.962434768676758,106000
2019-01-22,BYDDY,1.7962472438812256,499200
2019-01-22,F,5.883011341094971,47182600
2019-01-22,GM,34.8972053527832,12134400
2019-01-22,HMC,23.7408504486084,704700
2019-01-22,NIO,6.570000171661377,6379600
2019-01-22,STLA,8.83368968963623,4980100
2019-01-22,TM,104.02397155761719,159800
2019-01-22,TSLA,19.92799949645996,181000500
2019-01-22,VWAGY,10.7526273727417,132800
2019-01-23,BYDDY,1.8395884037017822,691200
2019-01-23,F,5.772272109985352,45196900
2019-01-23,GM,34.458126068115234,7752800
2019-01-23,HMC,23.5719051361084,587000
2019-01-23,NIO,6.550000190734863,5686000
2019-01-23,STLA,8.715907096862793,2813500
2019-01-23,TM,103.07295227050781,130600
2019-01-23,TSLA,19.172666549682617,187950000
2019-01-23,VWAGY,10.746071815490723,71100
2019-01-24,BYDDY,1.8861397504806519,235800
2019-01-24,F,5.952224254608154,79516400
2019-01-24,GM,34.90634536743164,7809100
2019-01-24,HMC,23.845434188842773,519700
2019-01-24,NIO,6.579999923706055,5920000
2019-01-24,STLA,8.828335762023926,1648300
2019-01-24,TM,103.37592315673828,90400
2019-01-24,TSLA,19.43400001525879,120183000
2019-01-24,VWAGY,10.955878257751465,161400
2019-01-25,BYDDY,1.9182448387145996,157200
2019-01-25,F,6.132174491882324,53098800
2019-01-25,GM,35.345420837402344,8842600
2019-01-25,HMC,24.143098831176758,431600
2019-01-25,NIO,6.650000095367432,6723600
2019-01-25,STLA,8.962179183959961,2708600
2019-01-25,TM,104.12496185302734,80000
2019-01-25,TSLA,19.80266761779785,108744000
2019-01-25,VWAGY,11.470563888549805,129900
2019-01-28,BYDDY,1.9005868434906006,168000
2019-01-28,F,5.993750095367432,42116300
2019-01-28,GM,35.180763244628906,11384400
2019-01-28,HMC,24.046560287475586,1147500
2019-01-28,NIO,6.670000076293945,5111000
2019-01-28,STLA,8.919347763061523,1359600
2019-01-28,TM,103.08136749267578,132000
2019-01-28,TSLA,19.7586669921875,96349500
2019-01-28,VWAGY,11.434500694274902,116300
2019-01-29,BYDDY,1.8813241720199585,229200
2019-01-29,F,6.062962532043457,30485000
2019-01-29,GM,35.18992233276367,5745200
2019-01-29,HMC,23.941974639892578,531300
2019-01-29,NIO,6.940000057220459,14200100
2019-01-29,STLA,8.930055618286133,2132900
2019-01-29,TM,102.90461730957031,85300
2019-01-29,TSLA,19.83066749572754,69325500
2019-01-29,VWAGY,11.250920295715332,87700
2019-01-30,BYDDY,1.8684825897216797,323400
2019-01-30,F,6.133379936218262,29906100
2019-01-30,GM,35.75705337524414,11033000
2019-01-30,HMC,24.151147842407227,501400
2019-01-30,NIO,7.460000038146973,28775000
2019-01-30,STLA,9.138853073120117,4833900
2019-01-30,TM,103.55267333984375,132300
2019-01-30,TSLA,20.584667205810547,168754500
2019-01-30,VWAGY,11.365657806396484,88000
2019-01-31,BYDDY,1.8957711458206177,209400
2019-01-31,F,6.196756839752197,39389100
2019-01-31,GM,35.69301223754883,11219300
2019-01-31,HMC,24.191370010375977,823400
2019-01-31,NIO,7.880000114440918,21233900
2019-01-31,STLA,9.213804244995117,5642000
2019-01-31,TM,103.66206359863281,108500
2019-01-31,TSLA,20.468000411987305,188538000
2019-01-31,VWAGY,11.388606071472168,132100
2019-02-01,BYDDY,1.9118236303329468,425400
2019-02-01,F,6.140422344207764,34124000
2019-02-01,GM,35.473487854003906,8040300
2019-02-01,HMC,23.43514060974121,665200
2019-02-01,NIO,7.900000095367432,20788800
2019-02-01,STLA,9.187036514282227,3370900
2019-02-01,TM,102.6773681640625,152700
2019-02-01,TSLA,20.81399917602539,109251000
2019-02-01,VWAGY,11.441060066223145,203000
2019-02-04,BYDDY,1.9375075101852417,292200
2019-02-04,F,6.126338481903076,28855600
2019-02-04,GM,35.610694885253906,9960000
2019-02-04,HMC,22.863948822021484,1064800
2019-02-04,NIO,7.849999904632568,8585300
2019-02-04,STLA,9.16562271118164,2486700
2019-02-04,TM,103.4348373413086,104000
2019-02-04,TSLA,20.859333038330078,110281500
2019-02-04,VWAGY,11.277146339416504,60400
2019-02-05,BYDDY,1.971217393875122,363600
2019-02-05,F,6.16154670715332,26166800
2019-02-05,GM,35.94914245605469,12158000
2019-02-05,HMC,22.550188064575195,851600
2019-02-05,NIO,7.880000114440918,9029900
2019-02-05,STLA,9.272695541381836,4453200
2019-02-05,TM,103.91455841064453,120300
2019-02-05,TSLA,21.42333221435547,101142000
2019-02-05,VWAGY,11.342710494995117,63600
2019-02-06,BYDDY,1.9519548416137695,108600
2019-02-06,F,6.140422344207764,32644300
2019-02-06,GM,36.507137298583984,16883000
2019-02-06,HMC,22.139890670776367,848300
2019-02-06,NIO,8.399999618530273,33404700
2019-02-06,STLA,9.288758277893066,5072200
2019-02-06,TM,101.87785339355469,271200
2019-02-06,TSLA,21.148000717163086,75577500
2019-02-06,VWAGY,11.231249809265137,45500
2019-02-07,BYDDY,1.9278762340545654,329400
2019-02-07,F,5.851709365844727,55161800
2019-02-07,GM,35.35456848144531,15800700
2019-02-07,HMC,21.72959327697754,830200
2019-02-07,NIO,8.039999961853027,23198200
2019-02-07,STLA,8.15376091003418,21526600
2019-02-07,TM,99.40347290039062,310700
2019-02-07,TSLA,20.500667572021484,97809000
2019-02-07,VWAGY,10.903425216674805,73200
2019-02-08,BYDDY,1.905402421951294,276000
2019-02-08,F,5.908042907714844,38650100
2019-02-08,GM,35.400306701660156,8111500
2019-02-08,HMC,21.528470993041992,562500
2019-02-08,NIO,7.670000076293945,21709300
2019-02-08,STLA,7.993149757385254,9202900
2019-02-08,TM,98.7302017211914,206100
2019-02-08,TSLA,20.386667251586914,87663000
2019-02-08,VWAGY,10.713289260864258,86600
2019-02-11,BYDDY,1.9391121864318848,70200
2019-02-11,F,5.865792751312256,27403500
2019-02-11,GM,35.33626937866211,9364900
2019-02-11,HMC,21.439973831176758,638500
2019-02-11,NIO,7.460000038146973,9750700
2019-02-11,STLA,7.7950615882873535,5873300
2019-02-11,TM,98.59552764892578,167500
2019-02-11,TSLA,20.856000900268555,106945500
2019-02-11,VWAGY,10.595272064208984,97700
2019-02-12,BYDDY,2.001715660095215,198600
2019-02-12,F,5.957335472106934,26235100
2019-02-12,GM,35.70216369628906,9725800
2019-02-12,HMC,21.633056640625,636500
2019-02-12,NIO,7.440000057220459,13264100
2019-02-12,STLA,7.87001371383667,4355300
2019-02-12,TM,100.8089828491211,207600
2019-02-12,TSLA,20.78733253479004,82764000
2019-02-12,VWAGY,10.864087104797363,91500
2019-02-13,BYDDY,2.0691354274749756,252600
2019-02-13,F,5.9221272468566895,27182900
2019-02-13,GM,35.67472839355469,6735900
2019-02-13,HMC,21.737642288208008,381800
2019-02-13,NIO,7.489999771118164,10867800
2019-02-13,STLA,7.853952884674072,4842100
2019-02-13,TM,100.6827392578125,111200
2019-02-13,TSLA,20.544666290283203,77124000
2019-02-13,VWAGY,10.818192481994629,105600
2019-02-14,BYDDY,2.1140823364257812,357600
2019-02-14,F,5.929168224334717,23569900
2019-02-14,GM,35.57410430908203,7050500
2019-02-14,HMC,21.978986740112305,1008600
2019-02-14,NIO,7.480000019073486,14728300
2019-02-14,STLA,7.853952884674072,3751900
2019-02-14,TM,100.36292266845703,235600
2019-02-14,TSLA,20.251333236694336,78012000
2019-02-14,VWAGY,10.791966438293457,71100
2019-02-15,BYDDY,2.0627152919769287,197400
2019-02-15,F,6.013669967651367,58080300
2019-02-15,GM,35.75705337524414,8582300
2019-02-15,HMC,22.019216537475586,439200
2019-02-15,NIO,7.409999847412109,15620200
2019-02-15,STLA,7.902134895324707,4751200
2019-02-15,TM,101.96199798583984,164900
2019-02-15,TSLA,20.525333404541016,58573500
2019-02-15,VWAGY,10.890314102172852,108100
2019-02-19,BYDDY,2.019374132156372,258600
2019-02-19,F,6.2178802490234375,37929200
2019-02-19,GM,36.15953826904297,9122200
2019-02-19,HMC,22.17207145690918,857100
2019-02-19,NIO,7.260000228881836,9974700
2019-02-19,STLA,7.939613342285156,3280400
2019-02-19,TM,102.2481460571289,104100
2019-02-19,TSLA,20.375999450683594,62526000
2019-02-19,VWAGY,10.883758544921875,87400
2019-02-20,BYDDY,2.0498733520507812,117000
2019-02-20,F,6.295341491699219,55316900
2019-02-20,GM,36.54372787475586,9794800
2019-02-20,HMC,22.212297439575195,990400
2019-02-20,NIO,7.619999885559082,21495700
2019-02-20,STLA,8.052040100097656,3359000
2019-02-20,TM,103.34225463867188,173000
2019-02-20,TSLA,20.17066764831543,107131500
2019-02-20,VWAGY,11.212237358093262,120700
2019-02-21,BYDDY,2.0354254245758057,158400
2019-02-21,F,6.133379936218262,44730400
2019-02-21,GM,36.24186325073242,7436000
2019-02-21,HMC,22.308834075927734,707800
2019-02-21,NIO,7.639999866485596,8060100
2019-02-21,STLA,7.9181976318359375,2715000
2019-02-21,TM,102.03775787353516,173100
2019-02-21,TSLA,19.415332794189453,133638000
2019-02-21,VWAGY,11.198470115661621,40300
2019-02-22,BYDDY,2.0402417182922363,422400
2019-02-22,F,6.133379936218262,40947500
2019-02-22,GM,36.580322265625,6742300
2019-02-22,HMC,22.662813186645508,815500
2019-02-22,NIO,8.170000076293945,26600400
2019-02-22,STLA,7.9181976318359375,4431400
2019-02-22,TM,102.52589416503906,105000
2019-02-22,TSLA,19.6473331451416,86109000
2019-02-22,VWAGY,11.23780632019043,66700
2019-02-25,BYDDY,2.1831071376800537,647400
2019-02-25,F,6.168588638305664,56615400
2019-02-25,GM,36.717525482177734,9252300
2019-02-25,HMC,22.839811325073242,484600
2019-02-25,NIO,9.0,52424200
2019-02-25,STLA,8.009210586547852,3358200
2019-02-25,TM,103.02245330810547,119400
2019-02-25,TSLA,19.917999267578125,99397500
2019-02-25,VWAGY,11.506622314453125,122700
2019-02-26,BYDDY,2.1108717918395996,463200
2019-02-26,F,6.253089904785156,38348800
2019-02-26,GM,36.690086364746094,7611600
2019-02-26,HMC,22.93634796142578,451100
2019-02-26,NIO,9.789999961853027,106022600
2019-02-26,STLA,7.886075496673584,5246400
2019-02-26,TM,103.71257781982422,102400
2019-02-26,TSLA,19.857332229614258,128737500
2019-02-26,VWAGY,11.575467109680176,98900
2019-02-27,BYDDY,2.0402417182922363,497400
2019-02-27,F,6.182672500610352,34093300
2019-02-27,GM,36.58946228027344,8671900
2019-02-27,HMC,22.888078689575195,417200
2019-02-27,NIO,9.850000381469727,53234300
2019-02-27,STLA,7.939613342285156,8913900
2019-02-27,TM,102.94670104980469,132900
2019-02-27,TSLA,20.982667922973633,167758500
2019-02-27,VWAGY,11.552518844604492,89400
2019-02-28,BYDDY,2.0482680797576904,108600
2019-02-28,F,6.175629615783691,43960500
2019-02-28,GM,36.11379623413086,9053400
2019-02-28,HMC,22.74326515197754,596300
2019-02-28,NIO,9.569999694824219,26506000
2019-02-28,STLA,7.886075496673584,4601900
2019-02-28,TM,101.86941528320312,124800
2019-02-28,TSLA,21.325332641601562,157810500
2019-02-28,VWAGY,11.545961380004883,120700
2019-03-01,BYDDY,2.0498733520507812,276000
2019-03-01,F,6.189713478088379,37699500
2019-03-01,GM,36.15953826904297,7706200
2019-03-01,HMC,22.80763053894043,432600
2019-03-01,NIO,10.0600004196167,32409400
2019-03-01,STLA,7.902134895324707,3940200
2019-03-01,TM,101.28028106689453,211500
2019-03-01,TSLA,19.652666091918945,343671000
2019-03-01,VWAGY,11.768882751464844,75500
2019-03-04,BYDDY,1.9840588569641113,305400
2019-03-04,F,6.203798294067383,46196900
2019-03-04,GM,35.90340805053711,7524500
2019-03-04,HMC,22.284704208374023,516200
2019-03-04,NIO,9.779999732971191,43753300
2019-03-04,STLA,7.757585048675537,6467700
2019-03-04,TM,99.66438293457031,240300
2019-03-04,TSLA,19.02400016784668,256452000
2019-03-04,VWAGY,11.624638557434082,308700
2019-03-05,BYDDY,2.0241897106170654,229800
2019-03-05,F,6.175629615783691,40852600
2019-03-05,GM,35.93085479736328,4866200
2019-03-05,HMC,22.204252243041992,501700
2019-03-05,NIO,10.15999984741211,53680800
2019-03-05,STLA,7.848598957061768,3610500
2019-03-05,TM,99.52972412109375,149800
2019-03-05,TSLA,18.43600082397461,281470500
2019-03-05,VWAGY,11.532849311828613,220100
2019-03-06,BYDDY,2.0113470554351807,103800
2019-03-06,F,6.041837215423584,50378600
2019-03-06,GM,35.37286376953125,9413300
2019-03-06,HMC,22.23642921447754,405000
2019-03-06,NIO,8.010000228881836,73522700
2019-03-06,STLA,8.121639251708984,8089800
2019-03-06,TM,99.29408264160156,153000
2019-03-06,TSLA,18.416000366210938,155032500
2019-03-06,VWAGY,11.427946090698242,90200
2019-03-07,BYDDY,2.0065314769744873,304200
2019-03-07,F,5.971418857574463,54286000
2019-03-07,GM,35.141910552978516,8999800
2019-03-07,HMC,21.802001953125,606400
2019-03-07,NIO,7.090000152587891,52469600
2019-03-07,STLA,7.859305381774902,4706000
2019-03-07,TM,98.67127990722656,138500
2019-03-07,TSLA,18.439332962036133,141637500
2019-03-07,VWAGY,11.191911697387695,146300
2019-03-08,BYDDY,1.9278762340545654,180000
2019-03-08,F,5.929168224334717,43766800
2019-03-08,GM,35.09571075439453,6911000
2019-03-08,HMC,21.76177406311035,363800
2019-03-08,NIO,7.059999942779541,32040600
2019-03-08,STLA,7.698693752288818,5408700
2019-03-08,TM,99.06683349609375,100200
2019-03-08,TSLA,18.94266700744629,132294000
2019-03-08,VWAGY,11.146016120910645,48600
2019-03-11,BYDDY,1.9294809103012085,229800
2019-03-11,F,6.062963008880615,36875300
2019-03-11,GM,35.67771530151367,12218800
2019-03-11,HMC,22.06748390197754,353000
2019-03-11,NIO,6.590000152587891,62544500
2019-03-11,STLA,7.709400177001953,3242000
2019-03-11,TM,100.26193237304688,134700
2019-03-11,TSLA,19.39466667175293,110884500
2019-03-11,VWAGY,11.100122451782227,86900
2019-03-12,BYDDY,1.9423232078552246,208200
2019-03-12,F,6.034794807434082,37805000
2019-03-12,GM,35.67771530151367,6633600
2019-03-12,HMC,21.995080947875977,288100
2019-03-12,NIO,6.389999866485596,41616000
2019-03-12,STLA,7.757585048675537,1851500
2019-03-12,TM,99.95054626464844,79000
2019-03-12,TSLA,18.890666961669922,112561500
2019-03-12,VWAGY,10.991938591003418,57000
2019-03-13,BYDDY,1.9182448387145996,205800
2019-03-13,F,6.006628513336182,49018700
2019-03-13,GM,35.84400939941406,7334100
2019-03-13,HMC,22.043346405029297,257700
2019-03-13,NIO,6.53000020980835,41727200
2019-03-13,STLA,7.687985420227051,4393800
2019-03-13,TM,100.4134292602539,61500
2019-03-13,TSLA,19.263999938964844,102670500
2019-03-13,VWAGY,11.106678009033203,61400
2019-03-14,BYDDY,1.9326918125152588,196200
2019-03-14,F,5.9221272468566895,36307900
2019-03-14,GM,35.13266372680664,8692900
2019-03-14,HMC,21.898542404174805,400400
2019-03-14,NIO,6.03000020980835,58983400
2019-03-14,STLA,7.586265563964844,3261300
2019-03-14,TM,99.05843353271484,139800
2019-03-14,TSLA,19.33066749572754,106551000
2019-03-14,VWAGY,10.877201080322266,102100
2019-03-15,BYDDY,1.9969000816345215,258000
2019-03-15,F,5.9362101554870605,66555500
2019-03-15,GM,35.16962814331055,16854700
2019-03-15,HMC,22.083576202392578,761600
2019-03-15,NIO,5.710000038146973,85777000
2019-03-15,STLA,7.6772780418396,4750700
2019-03-15,TM,100.12727355957031,150900
2019-03-15,TSLA,18.36199951171875,221782500
2019-03-15,VWAGY,10.923095703125,78100
2019-03-18,BYDDY,2.038637161254883,358800
2019-03-18,F,6.034794807434082,37198300
2019-03-18,GM,35.08647918701172,7583800
2019-03-18,HMC,22.188161849975586,540400
2019-03-18,NIO,5.75,76506100
2019-03-18,STLA,7.778999328613281,2212700
2019-03-18,TM,100.58175659179688,106300
2019-03-18,TSLA,17.965999603271484,154215000
2019-03-18,VWAGY,11.008331298828125,154300
2019-03-19,BYDDY,2.0322153568267822,82800
2019-03-19,F,6.126338481903076,57293600
2019-03-19,GM,35.35438537597656,9003300
2019-03-19,HMC,22.300792694091797,586400
2019-03-19,NIO,5.960000038146973,54509200
2019-03-19,STLA,8.089517593383789,7890400
2019-03-19,TM,100.76690673828125,85700
2019-03-19,TSLA,17.83133316040039,177009000
2019-03-19,VWAGY,11.286980628967285,361300
2019-03-20,BYDDY,2.051478624343872,253200
2019-03-20,F,5.992544651031494,54539700
2019-03-20,GM,34.18113708496094,11680000
2019-03-20,HMC,22.09162139892578,357600
2019-03-20,NIO,5.849999904632568,39053700
2019-03-20,STLA,7.944965839385986,6116400
2019-03-20,TM,100.71642303466797,140500
2019-03-20,TSLA,18.239999771118164,103623000
2019-03-20,VWAGY,11.15257453918457,84800
2019-03-21,BYDDY,2.0578994750976562,322800
2019-03-21,F,6.119296073913574,46843100
2019-03-21,GM,34.504478454589844,8168100
2019-03-21,HMC,22.252519607543945,414200
2019-03-21,NIO,5.840000152587891,21368900
2019-03-21,STLA,8.03062629699707,3418500
2019-03-21,TM,101.36446380615234,127200
2019-03-21,TSLA,18.26799964904785,89206500
2019-03-21,VWAGY,11.001774787902832,77700
2019-03-22,BYDDY,2.053083896636963,533400
2019-03-22,F,6.013669967651367,41964000
2019-03-22,GM,33.66380310058594,10049500
2019-03-22,HMC,21.94681167602539,544900
2019-03-22,NIO,5.619999885559082,24956500
2019-03-22,STLA,7.762939453125,8581300
2019-03-22,TM,101.1792984008789,179400
2019-03-22,TSLA,17.635332107543945,131184000
2019-03-22,VWAGY,10.56248950958252,106900
2019-03-25,BYDDY,2.037031650543213,171000
2019-03-25,F,5.992544651031494,45849500
2019-03-25,GM,33.9501838684082,6922200
2019-03-25,HMC,21.818092346191406,395600
2019-03-25,NIO,5.349999904632568,38993300
2019-03-25,STLA,7.912844657897949,3483400
2019-03-25,TM,101.40652465820312,136400
2019-03-25,TSLA,17.3613338470459,153225000
2019-03-25,VWAGY,10.65100383758545,56000
2019-03-26,BYDDY,2.041846990585327,73200
2019-03-26,F,6.168588638305664,47852100
2019-03-26,GM,34.06105041503906,6867200
2019-03-26,HMC,22.09966278076172,489600
2019-03-26,NIO,4.960000038146973,67206300
2019-03-26,STLA,7.944965839385986,2206800
2019-03-26,TM,102.48381042480469,138300
2019-03-26,TSLA,17.851333618164062,110263500
2019-03-26,VWAGY,10.546097755432129,128600
2019-03-27,BYDDY,1.9391121864318848,936600
2019-03-27,F,6.070003509521484,39895800
2019-03-27,GM,33.82085418701172,7006500
2019-03-27,HMC,22.018596649169922,366800
2019-03-27,NIO,4.980000019073486,39753400
2019-03-27,STLA,8.089517593383789,5247000
2019-03-27,TM,101.86100769042969,143300
2019-03-27,TSLA,18.32200050354004,131688000
2019-03-27,VWAGY,10.54281997680664,90000
2019-03-28,BYDDY,1.9359019994735718,289200
2019-03-28,F,6.175629615783691,38914700
2019-03-28,GM,34.23656463623047,5591300
2019-03-28,HMC,22.132099151611328,386600
2019-03-28,NIO,5.010000228881836,29281400
2019-03-28,STLA,7.9235520362854,2713000
2019-03-28,TM,100.21141815185547,155500
2019-03-28,TSLA,18.57466697692871,101611500
2019-03-28,VWAGY,10.565767288208008,537300
2019-03-29,BYDDY,1.9359019994735718,115200
2019-03-29,F,6.182672500610352,33962800
2019-03-29,GM,34.273521423339844,9432600
2019-03-29,HMC,22.026704788208008,299900
2019-03-29,NIO,5.099999904632568,23595900
2019-03-29,STLA,7.950320243835449,2032700
2019-03-29,TM,99.32772827148438,250700
2019-03-29,TSLA,18.657333374023438,89869500
2019-03-29,VWAGY,10.647724151611328,84100
2019-04-01,BYDDY,1.972821831703186,88200
2019-04-01,F,6.3235087394714355,45653100
2019-04-01,GM,34.88323974609375,7145600
2019-04-01,HMC,22.610408782958984,489100
2019-04-01,NIO,5.210000038146973,32404600
2019-04-01,STLA,8.1591157913208,4878700
2019-04-01,TM,100.8931655883789,140500
2019-04-01,TSLA,19.278667449951172,121656000
2019-04-01,VWAGY,10.928340911865234,125200
2019-04-02,BYDDY,2.0113470554351807,117600
2019-04-02,F,6.344633102416992,30699400
2019-04-02,GM,34.9294319152832,5667100
2019-04-02,HMC,22.6995849609375,308900
2019-04-02,NIO,5.389999866485596,55814800
2019-04-02,STLA,8.255483627319336,4521400
2019-04-02,TM,101.54119110107422,88400
2019-04-02,TSLA,19.058666229248047,82183500
2019-04-02,VWAGY,11.060782432556152,176300
2019-04-03,BYDDY,2.043452262878418,111600
2019-04-03,F,6.429134845733643,56663600
2019-04-03,GM,35.465240478515625,8815300
2019-04-03,HMC,22.813081741333008,331300
2019-04-03,NIO,5.309999942779541,35197400
2019-04-03,STLA,8.228715896606445,3208200
2019-04-03,TM,101.89466857910156,117900
2019-04-03,TSLA,19.45400047302246,118791000
2019-04-03,VWAGY,11.214859962463379,254500
2019-04-04,BYDDY,2.067530870437622,205200
2019-04-04,F,6.506594181060791,39483100
2019-04-04,GM,35.83476257324219,7116100
2019-04-04,HMC,23.056293487548828,318800
2019-04-04,NIO,5.349999904632568,31696600
2019-04-04,STLA,8.21800708770752,2830200
2019-04-04,TM,102.74472045898438,155600
2019-04-04,TSLA,17.851999282836914,355810500
2019-04-04,VWAGY,11.329596519470215,113000
2019-04-05,BYDDY,2.0723464488983154,153600
2019-04-05,F,6.513635158538818,37854700
2019-04-05,GM,35.97333908081055,4497800
2019-04-05,HMC,23.064401626586914,285300
2019-04-05,NIO,5.360000133514404,18093400
2019-04-05,STLA,8.266191482543945,2829000
2019-04-05,TM,103.13185119628906,132100
2019-04-05,TSLA,18.33066749572754,195574500
2019-04-05,VWAGY,11.113234519958496,92900
2019-04-08,BYDDY,2.090003728866577,222600
2019-04-08,F,6.548845291137695,26221100
2019-04-08,GM,36.084197998046875,5992400
2019-04-08,HMC,22.894149780273438,339100
2019-04-08,NIO,5.300000190734863,17349800
2019-04-08,STLA,8.44821834564209,3036300
2019-04-08,TM,102.87936401367188,84600
2019-04-08,TSLA,18.213333129882812,156156000
2019-04-08,VWAGY,11.342710494995117,113100
2019-04-09,BYDDY,2.1044507026672363,526800
2019-04-09,F,6.48546838760376,29879100
2019-04-09,GM,35.89944076538086,6528900
2019-04-09,HMC,22.764440536499023,337400
2019-04-09,NIO,5.079999923706055,32590100
2019-04-09,STLA,8.314373970031738,3622700
2019-04-09,TM,102.72786712646484,104100
2019-04-09,TSLA,18.15399932861328,88560000
2019-04-09,VWAGY,11.188633918762207,60200
2019-04-10,BYDDY,2.1445815563201904,184800
